Name,TotalApps,TotalAdmit,TotalEnroll,SATPercent,ACTPercent,SAT25,SAT75,ACT25,ACT75,AssocDegree,PercentAdmit,Tuition14,InStateTuition14,OutofStateTuition14,State,Region,Type,Location,UnderGradEnroll,FTUnderGradEnroll,PTUnderGradEnroll,BlackPercent,LatinPercent,WomenPercent,4yrGradRate,5yrGradRate,6yrGradRate,FinAidPercent,AnyFinAidPercent,FedGrantPercent,PellGrantPercent
University of South Alabama,4814,4142,1878,8,92,440,550,20,26,0,86,6948,19980,26628,Alabama,Southeast,Public,Midsize City,11307,8767,2540,22,2,57,14,27,33,91,80,45,43
University of South Carolina-Aiken,2620,1342,526,59,49,430,540,18,23,0,51,9308,21701,30733,South Carolina,Southeast,Public,Large Suburb,3175,2406,769,26,4,63,21,38,42,97,93,49,49
University of South Carolina-Beaufort,1387,1013,410,69,44,410,500,18,22,4,73,8972,21396,31248,South Carolina,Southeast,Public,Fringe Town,1724,1376,348,19,5,61,10,22,27,91,81,42,42
University of South Carolina-Columbia,23429,14199,4625,63,61,540,640,24,29,4,61,10816,24804,42516,South Carolina,Southeast,Public,Midsize City,24180,22533,1647,10,4,54,54,70,73,90,86,19,19
University of South Carolina-Upstate,3066,1969,806,59,52,440,530,19,23,0,64,10198,22804,32832,South Carolina,Southeast,Public,Midsize Suburb,5308,4226,1082,27,4,65,24,37,40,97,94,50,50
University of South Florida-Main Campus,28512,12900,3904,56,44,530,620,23,28,153,45,6410,20760,31674,Florida,Southeast,Public,Large City,31100,23734,7366,11,19,55,36,57,63,98,96,42,42
University of South Florida-Sarasota-Manatee,393,136,86,79,59,502,580,22,25,0,35,5587,,,Florida,Southeast,Public,Large Suburb,1728,837,891,7,13,59,,,,,,,
University of South Florida-St Petersburg,3195,1406,562,51,48,490,590,21,25,54,44,5820,20170,31086,Florida,Southeast,Public,Midsize City,4025,2658,1367,7,15,61,22,38,43,98,91,45,44
University of Southern California,47358,9395,2922,79,41,620,720,29,33,0,20,46298,62180,62180,California,Far West,Private,Large City,18445,17729,716,4,13,50,78,90,91,67,59,18,18
University of Southern Indiana,6204,4302,1709,65,50,440,550,19,24,80,69,6698,19568,28423,Indiana,Great Lakes,Public,Midsize Suburb,8913,7375,1538,4,1,59,15,31,37,88,63,36,36
University of Southern Maine,3902,3231,868,93,7,450,550,20,25,0,83,8920,24062,36422,Maine,New England,Public,Small City,7098,4281,2817,3,2,57,10,26,34,93,78,45,45
University of Southern Mississippi,6120,4058,1746,4,96,440,550,20,27,0,66,6744,19894,28174,Mississippi,Southeast,Public,Small City,12475,10841,1634,32,3,64,21,39,45,96,94,51,50
University of St Francis,1706,877,237,4,96,480,610,21,25,0,51,27970,40290,40290,Illinois,Great Lakes,Private,Large Suburb,1780,1403,377,7,13,68,32,54,57,100,100,41,41
University of St Thomas,5540,4774,1368,6,97,520,640,23,28,0,86,35308,48400,48400,Minnesota,Plains,Private,Large City,6321,6065,256,3,4,47,63,74,75,97,96,19,19
University of St Thomas,782,604,237,72,26,490,590,23,28,0,77,28240,41486,41486,Texas,Southwest,Private,Large City,1572,1269,303,6,37,62,27,46,51,92,91,38,38
University of the Cumberlands,2527,1801,488,15,89,420,520,19,25,0,71,20000,33500,33500,Kentucky,Southeast,Private,Remote Town,2096,1514,582,6,2,50,24,40,43,100,100,58,58
University of the Incarnate Word,4072,3790,1045,83,37,430,520,18,23,9,93,24790,39124,39124,Texas,Southwest,Private,Large City,6491,4201,2290,7,59,61,19,36,40,100,100,48,48
University of the Ozarks,1061,651,159,16,85,420,550,20,26,0,61,24350,36379,36379,Arkansas,Southeast,Private,Remote Town,585,571,14,5,9,52,34,47,48,98,92,44,43
University of the Pacific,14222,10332,958,89,39,500,640,22,29,0,73,39810,57033,57033,California,Far West,Private,Large City,3877,3780,97,3,19,52,40,58,63,91,90,29,29
University of Toledo,11066,10040,3428,11,92,450,570,19,25,68,91,9275,24109,33229,Ohio,Great Lakes,Public,Large City,16153,13040,3113,14,5,49,23,42,46,96,96,46,46
University of Tulsa,7304,2965,856,25,64,560,710,25,32,0,41,34835,51035,51035,Oklahoma,Southwest,Private,Large City,3428,3293,135,4,4,42,51,67,69,88,88,14,13
University of Utah,11354,9281,3124,19,85,483,620,21,27,0,82,7457,21920,38199,Utah,Rocky Mountains,Public,Midsize City,24492,17319,7173,1,9,45,24,49,60,64,51,24,24
University of Vermont,22381,17357,2495,87,30,540,640,24,29,0,78,15718,28886,49814,Vermont,New England,Public,Small City,10912,9764,1148,1,4,56,65,75,76,94,91,20,20
University of Virginia-Main Campus,28984,8691,3520,89,37,620,720,29,33,0,30,12668,26075,53461,Virginia,Southeast,Public,Small City,16087,15089,998,6,5,56,86,92,93,54,28,11,11
University of Washington-Bothell Campus,2459,1861,573,88,23,430,560,19,23,0,76,11911,27658,47232,Washington,Far West,Public,Large Suburb,4104,3432,672,5,8,50,43,61,68,69,56,39,39
University of Washington-Seattle Campus,30199,16679,6253,86,31,520,650,25,30,0,55,12397,27034,46608,Washington,Far West,Public,Large City,29756,27050,2706,3,7,52,57,78,82,55,36,22,22
University of Washington-Tacoma Campus,1198,1021,410,93,18,410,540,17,23,0,85,11902,27649,47223,Washington,Far West,Public,Midsize City,3626,3114,512,7,9,53,30,47,49,83,72,48,48
University of West Georgia,7266,3913,2214,76,52,440,520,18,22,0,54,5837,21299,31365,Georgia,Southeast,Public,Fringe Town,9959,8369,1590,34,4,63,17,36,43,94,81,51,51
University of Wisconsin-Madison,23324,15841,6279,22,85,530,650,26,30,0,68,10403,23931,40181,Wisconsin,Great Lakes,Public,Midsize City,30728,28568,2160,2,5,51,55,79,83,64,52,13,13
University of Wisconsin-Whitewater,5704,4830,2168,1,98,470,580,20,24,58,85,7578,17078,24651,Wisconsin,Great Lakes,Public,Distant Town,10864,9889,975,5,4,51,28,49,55,80,51,29,29
University of Wyoming,4181,4001,1584,16,89,480,610,22,27,0,96,4404,18145,27865,Wyoming,Rocky Mountains,Public,Remote Town,10117,8255,1862,1,6,53,24,48,54,92,86,20,20
Ursinus College,3947,2618,425,62,18,520,640,24,30,0,66,44530,58880,58880,Pennsylvania,Mid East,Private,Large Suburb,1596,1582,14,6,5,51,75,79,79,100,98,23,23
Ursuline College,441,255,103,17,94,430,630,19,24,0,58,26720,38344,38344,Ohio,Great Lakes,Private,Large Suburb,805,547,258,28,2,92,28,47,50,100,100,60,58
Utah State University,9052,8757,3824,8,88,480,610,20,27,840,97,6030,17720,29240,Utah,Rocky Mountains,Public,Small City,24385,15260,9125,1,5,54,25,39,51,81,70,32,31
Utica College,3689,3151,489,87,23,410,520,18,23,0,85,33320,48650,48650,New York,Mid East,Private,Small City,2881,2230,651,10,8,61,30,44,47,99,98,47,47
Valdosta State University,5701,3148,1734,68,30,480,570,20,24,55,55,5889,20746,31671,Georgia,Southeast,Public,Small City,9718,8277,1441,36,4,59,16,34,40,92,80,47,47
Valley City State University,345,286,186,6,89,420,460,18,23,0,83,6516,16986,25066,North Dakota,Plains,Public,Remote Town,1211,759,452,3,4,56,23,39,46,99,98,37,37
Valley Forge Christian College,451,297,148,76,16,470,510,19,25,7,66,19394,31026,31026,Pennsylvania,Mid East,Private,Large Suburb,964,684,280,12,10,50,31,42,44,98,96,48,48
Valparaiso University,6124,4880,876,41,73,500,590,23,29,2,80,33480,45860,45860,Indiana,Great Lakes,Private,Large Suburb,3251,3136,115,5,7,52,58,69,70,92,92,26,26
Vanderbilt University,31099,3963,1613,44,62,700,780,32,34,0,13,42978,61112,61112,Tennessee,Southeast,Private,Large City,6835,6764,71,8,8,50,87,92,93,65,62,13,13
Vanguard University of Southern California,1495,1043,392,82,29,430,550,18,28,2,70,29250,43076,43076,California,Far West,Private,Midsize City,2135,1576,559,4,34,68,47,52,52,99,98,39,39
Vassar College,7597,1832,666,75,40,660,740,30,33,0,24,47890,61320,61320,New York,Mid East,Private,Large Suburb,2477,2437,40,6,11,56,90,93,94,71,60,23,23
Vermont Technical College,568,469,194,70,20,410,520,16,21,340,83,12494,24282,34794,Vermont,New England,Public,Remote Rural,1543,1049,494,1,1,42,29,36,38,94,77,52,50
Villanova University,14966,7319,1659,67,33,590,690,29,31,3,49,44430,58736,58736,Pennsylvania,Mid East,Private,Large Suburb,7042,6547,495,5,7,52,86,90,90,66,56,16,14
Virginia Commonwealth University,14156,9786,3525,92,23,500,610,21,26,0,69,12002,28297,45768,Virginia,Southeast,Public,Midsize City,23356,19746,3610,18,7,57,30,51,57,79,62,29,29
Virginia Intermont College,226,218,45,64,64,410,545,18,22,1,96,24642,39891,39891,Virginia,Southeast,Private,Small City,378,333,45,10,3,66,32,44,46,90,89,46,46
Virginia Military Institute,2012,952,502,78,44,520,620,22,27,0,47,14404,25642,46630,Virginia,Southeast,Public,Distant Town,1675,1675,0,4,4,11,59,74,76,82,66,13,13
Virginia State University,5729,5419,1244,88,23,370,450,15,18,8,95,7784,20767,30175,Virginia,Southeast,Public,Large Suburb,5073,4817,256,85,2,60,25,42,46,92,92,67,67
Virginia Union University,4306,2518,404,84,26,340,420,13,17,0,58,15130,27932,27932,Virginia,Southeast,Private,Midsize City,1359,1329,30,95,1,55,22,34,35,99,93,73,73
Virginia Wesleyan College,3788,3527,453,59,12,458,573,18,24,0,93,32482,44190,44190,Virginia,Southeast,Private,Large City,1459,1349,110,23,6,61,37,44,44,98,98,40,40
Wagner College,2942,2056,430,64,14,530,630,22,27,0,70,39220,53924,53924,New York,Mid East,Private,Large City,1842,1765,77,6,9,65,53,61,61,99,99,21,21
Walla Walla University,1051,976,393,62,55,460,600,20,27,8,93,25377,35670,35670,Washington,Far West,Private,Small Suburb,1686,1592,94,2,12,50,17,36,44,100,100,30,30
Walsh University,1640,1265,493,21,91,440,570,20,25,1,77,25840,39390,39390,Ohio,Great Lakes,Private,Large Suburb,2385,1916,469,5,2,61,44,55,55,100,100,35,34
Warner University,1264,427,179,39,53,410,490,17,21,49,34,18430,29879,29879,Florida,Southeast,Private,Fringe Rural,1043,888,155,40,12,52,26,40,40,99,98,73,72
Warren Wilson College,1214,845,220,69,44,530,660,23,27,0,70,29540,43000,43000,North Carolina,Southeast,Private,Large Suburb,830,824,6,4,4,61,40,51,51,90,84,39,39
Wartburg College,2268,1761,451,11,87,380,540,21,26,0,78,34250,45305,45305,Iowa,Plains,Private,Distant Town,1714,1643,71,6,2,53,59,62,63,99,98,28,27
Washington and Lee University,6222,1147,480,62,51,650,740,30,33,0,18,44507,58575,58575,Virginia,Southeast,Private,Distant Town,1855,1851,4,2,3,50,86,89,90,63,54,10,10
Washington College,4786,3185,350,95,22,520,640,24,29,0,67,41120,54312,54312,Maryland,Mid East,Private,Distant Town,1483,1440,43,3,4,58,65,68,68,93,91,15,15
Washington State University,14887,12219,4163,88,23,450,570,19,25,0,82,12327,27697,40779,Washington,Far West,Public,Distant Town,23070,20312,2758,3,11,51,40,62,65,79,64,33,32
Washington University in St Louis,30117,4684,1610,55,61,700,760,32,34,3,16,44841,61808,61808,Missouri,Plains,Private,Large Suburb,7336,6587,749,6,5,51,88,93,94,55,48,5,5
Wayland Baptist University,581,573,348,43,64,400,510,17,23,220,99,12550,23410,23410,Texas,Southwest,Private,Remote Town,4515,1143,3372,16,26,50,21,31,33,96,94,53,53
Waynesburg University,1962,1476,410,71,29,450,560,20,25,0,75,20540,31500,31500,Pennsylvania,Mid East,Private,Distant Town,1598,1481,117,3,1,61,45,53,54,96,96,39,39
Webber International University,944,602,207,63,64,330,530,17,24,3,64,21050,37173,37173,Florida,Southeast,Private,Fringe Town,667,633,34,22,15,31,2,31,33,100,99,49,49
Webster University,1736,1008,418,15,85,500,650,21,27,0,58,23760,41918,41918,Missouri,Plains,Private,Large Suburb,3528,2579,949,15,4,57,46,57,59,97,94,37,37
Wellesley College,4765,1387,595,77,43,660,760,29,33,0,29,43554,59092,59092,Massachusetts,New England,Private,Large Suburb,2474,2344,130,6,10,98,84,89,91,68,59,19,19
Wells College,2214,1321,161,88,32,480,600,21,26,0,60,35900,49800,49800,New York,Mid East,Private,Distant Rural,534,524,10,11,8,66,56,58,58,100,100,57,56
Wentworth Institute of Technology,6146,3541,900,89,14,480,580,21,27,52,58,29200,46750,46750,Massachusetts,New England,Private,Large City,4012,3634,378,5,4,18,50,60,61,99,99,31,31
Wesley College,2933,1833,556,89,9,360,470,16,23,30,62,23590,38230,38230,Delaware,Mid East,Private,Small City,1600,1416,184,39,5,52,11,20,22,97,96,50,50
Wesleyan College,779,338,117,81,35,450,570,17,22,0,43,19775,32375,32375,Georgia,Southeast,Private,Small City,651,468,183,29,4,96,58,64,64,100,100,52,49
Wesleyan University,10046,2102,752,80,41,640,740,29,33,0,21,47244,62849,62849,Connecticut,New England,Private,Small City,2906,2899,7,7,10,52,86,91,92,51,45,18,18
West Liberty University,2175,1549,501,10,90,400,510,18,24,34,71,6226,20026,27340,West Virginia,Southeast,Public,Fringe Rural,2660,2200,460,5,1,60,22,37,41,97,85,50,50
West Texas A & M University,4632,3429,1308,47,74,420,540,19,24,0,74,6500,19154,19874,Texas,Southwest,Public,Fringe Town,6906,5523,1383,5,23,55,25,37,40,90,77,41,41
West Virginia State University,2202,986,418,9,83,405,495,18,22,0,45,5932,18141,26073,West Virginia,Southeast,Public,Midsize Suburb,2622,1889,733,10,1,55,4,12,17,87,76,55,53
West Virginia University,16521,14060,5135,60,58,460,560,21,26,0,85,6456,18375,31551,West Virginia,Southeast,Public,Small City,22757,21027,1730,4,3,46,34,53,57,89,72,27,26
West Virginia University Institute of Technology,1033,530,199,23,80,430,530,18,24,0,51,5808,17673,26481,West Virginia,Southeast,Public,Fringe Rural,1222,967,255,7,5,38,4,16,20,96,88,58,55
West Virginia Wesleyan College,1762,1356,471,41,74,432,510,20,25,0,77,26794,40534,40534,West Virginia,Southeast,Private,Remote Town,1367,1345,22,9,2,53,43,58,60,100,100,40,40
Western Carolina University,15231,5736,1558,87,17,460,560,20,24,0,38,6265,18599,28196,North Carolina,Southeast,Public,Fringe Rural,8448,7081,1367,6,4,55,32,48,51,83,71,39,39
Western Kentucky University,8526,7871,3375,7,93,410,580,18,25,267,92,8722,18822,32348,Kentucky,Southeast,Public,Small City,17509,13382,4127,10,2,57,25,45,50,93,88,44,44
Western New England University,5988,4881,697,92,20,470,570,22,26,0,82,33020,48890,48890,Massachusetts,New England,Private,Midsize City,2667,2498,169,5,8,40,52,58,60,97,96,29,29
Western State Colorado University,1514,1411,473,23,86,430,560,19,24,0,93,7343,20045,29986,Colorado,Rocky Mountains,Public,Remote Town,2193,1869,324,2,9,42,23,40,42,91,85,31,31
Western Washington University,9526,7974,2795,90,26,490,620,22,28,0,84,8863,22671,33560,Washington,Far West,Public,Small City,14026,12942,1084,2,7,55,38,64,69,73,49,24,23
Westfield State University,5137,3846,1288,92,7,450,540,17,22,0,75,8694,21296,27376,Massachusetts,New England,Public,Large Suburb,5692,4999,693,4,7,52,44,57,59,88,45,32,32
Westminster College,2461,1850,449,37,78,500,610,22,28,0,75,29500,42108,42108,Utah,Rocky Mountains,Private,Midsize City,2295,2140,155,1,10,55,43,55,57,96,95,27,27
Westminster College,1420,1021,261,14,78,390,550,21,27,0,72,21680,34800,34800,Missouri,Plains,Private,Distant Town,1026,1018,8,6,3,44,52,66,69,100,100,32,32
Westminster College,3378,2478,309,84,38,460,580,20,25,0,73,32445,43805,43805,Pennsylvania,Mid East,Private,Fringe Town,1313,1254,59,3,1,59,63,76,77,100,100,34,34
Westmont College,2145,1505,298,79,50,520,650,24,29,0,70,38510,53670,53670,California,Far West,Private,Midsize Suburb,1308,1298,10,1,13,61,72,76,76,99,99,21,21
Wheaton College,1959,1346,598,58,62,600,720,27,32,0,69,30880,42390,42390,Illinois,Great Lakes,Private,Large Suburb,2444,2378,66,2,5,51,74,86,87,81,73,22,22
Wheeling Jesuit University,1258,867,238,49,74,460,563,20,24,0,69,27830,36070,36070,West Virginia,Southeast,Private,Small City,1180,938,242,5,2,55,42,49,54,100,100,28,26
Wheelock College,1570,1149,217,91,15,440,550,19,25,0,73,31880,47870,47870,Massachusetts,New England,Private,Large City,880,809,71,11,11,88,46,50,54,100,100,31,31
Whitman College,2586,1473,392,67,32,610,730,28,32,0,57,43500,56600,56600,Washington,Far West,Private,Small City,1541,1505,36,1,8,57,80,88,88,91,83,14,9
Whittier College,4381,2771,446,85,34,460,570,20,25,0,63,40296,53700,53700,California,Far West,Private,Large Suburb,1656,1623,33,5,42,56,63,66,67,94,93,35,35
Wichita State University,3492,3344,1412,6,86,460,590,21,26,52,96,6926,17397,25431,Kansas,Plains,Public,Large City,11670,8807,2863,6,9,52,22,39,46,89,89,39,39
Willamette University,8109,4690,545,68,32,540,660,24,29,0,58,42305,54813,54813,Oregon,Far West,Private,Midsize City,2119,1981,138,2,10,56,71,77,79,98,98,19,19
William Jewell College,1433,828,259,9,94,498,670,22,28,0,58,31000,43820,43820,Missouri,Plains,Private,Large Suburb,1044,1012,32,6,4,57,50,58,59,100,100,30,30
William Peace University,1083,984,328,81,39,410,520,16,21,0,91,23900,38900,38900,North Carolina,Southeast,Private,Large City,1007,875,132,35,3,71,38,43,43,100,100,67,67
William Penn University,836,482,264,17,86,380,500,17,22,91,58,23210,33706,33706,Iowa,Plains,Private,Remote Town,1728,1536,192,14,7,50,17,30,34,100,99,57,55
William Woods University,897,674,208,16,84,472,590,19,26,10,75,20650,35250,35250,Missouri,Plains,Private,Distant Town,1002,843,159,4,1,73,45,56,56,100,100,40,40
Williams Baptist College,531,361,156,6,94,350,430,19,24,0,68,13750,23886,23886,Arkansas,Southeast,Private,Distant Rural,574,486,88,6,2,62,24,36,39,100,100,52,52
Williams College,7069,1203,547,86,37,670,780,30,34,0,17,46600,61850,61850,Massachusetts,New England,Private,Fringe Town,2096,2064,32,8,12,52,90,94,95,65,53,19,19
Wilmington College,3780,1740,275,19,94,420,550,19,24,0,46,28190,40057,40057,Ohio,Great Lakes,Private,Fringe Rural,1169,1030,139,8,0,53,33,38,38,100,100,51,51
Wilson College,450,237,76,80,12,440,570,19,24,7,53,29370,41963,41963,Pennsylvania,Mid East,Private,Small City,571,330,241,3,2,88,44,54,56,95,92,45,45
Wingate University,5323,4221,642,86,47,440,550,19,24,0,79,25040,37740,37740,North Carolina,Southeast,Private,Large Suburb,2009,1953,56,15,2,59,47,51,53,99,95,35,35
Winston-Salem State University,5164,2874,685,93,25,410,470,16,19,0,56,5468,16708,25521,North Carolina,Southeast,Public,Midsize City,4938,4317,621,72,2,71,18,38,46,96,91,74,74
Winthrop University,4285,3096,1096,60,40,460,570,19,25,0,72,13670,25450,38020,South Carolina,Southeast,Public,Small City,5048,4432,616,30,3,67,35,52,56,99,97,48,45
Wisconsin Lutheran College,870,553,229,10,96,450,550,21,27,0,64,24770,36330,36330,Wisconsin,Great Lakes,Private,Large City,1070,1002,68,6,5,53,45,62,64,100,100,36,36
Wittenberg University,5274,4711,549,23,55,520,620,23,25,0,89,38030,50766,50766,Ohio,Great Lakes,Private,Small City,1959,1853,106,7,3,57,59,62,63,99,98,30,29
Wofford College,2718,1870,415,81,68,540,620,24,29,0,69,35515,49449,49449,South Carolina,Southeast,Private,Small City,1615,1598,17,8,2,48,78,82,82,92,91,19,17
Woodbury University,879,490,118,82,23,420,540,19,25,0,56,33150,48512,48512,California,Far West,Private,Large City,1357,1175,182,4,29,51,19,35,45,79,77,49,49
Worcester State University,4149,2515,780,89,9,450,550,20,24,0,61,8157,22718,28798,Massachusetts,New England,Public,Midsize City,5556,4115,1441,6,7,60,34,45,49,88,69,33,33
Xavier University,10907,7632,1289,45,80,500,600,23,27,18,70,33000,46520,46520,Ohio,Great Lakes,Private,Large City,4620,4150,470,10,4,54,66,74,76,100,100,16,16
Xavier University of Louisiana,4703,2560,675,30,88,440,560,20,26,0,54,20560,31501,31501,Louisiana,Southeast,Private,Large City,2504,2375,129,77,2,71,27,43,46,99,96,60,60
Yale University,28977,2043,1356,84,35,700,800,32,35,0,7,44000,61620,61620,Connecticut,New England,Private,Midsize City,5430,5424,6,7,10,49,90,96,98,61,51,13,13
Yeshiva University,1575,1294,857,66,36,550,680,23,29,291,82,37600,55075,55075,New York,Mid East,Private,Large City,2887,2782,105,0,0,47,60,81,85,84,83,26,17
York College,546,267,94,13,87,370,510,17,22,6,49,15600,26250,26250,Nebraska,Plains,Private,Remote Town,459,442,17,14,7,46,18,31,36,91,91,46,46
York College Pennsylvania,9934,7302,1064,95,18,470,560,20,25,26,74,17010,29790,29790,Pennsylvania,Mid East,Private,Midsize Suburb,5010,4453,557,5,5,55,37,54,57,98,98,24,24
